,train,val,lr
342,-1.395374174535391e-05,-1.3936549e-05,[0.0009971168041852468]
343,-1.3443843363347696e-05,-1.2807497e-05,[0.0009970999350825975]
344,-1.3186166506784503e-05,-1.4709331e-05,[0.0009970830169181515]
345,-1.4063693106436403e-05,-1.2982028e-05,[0.0009970660496935787]
346,-1.4557737358700251e-05,-1.4245992e-05,[0.0009970490334105535]
347,-1.4519638170895632e-05,-1.4367059e-05,[0.0009970319680707553]
348,-1.4564760931534693e-05,-1.401437e-05,[0.0009970148536758688]
349,-1.3609560846816749e-05,-1.4381841e-05,[0.0009969976902275827]
350,-1.391342584611266e-05,-1.048443e-05,[0.0009969804777275912]
351,-1.3749571007792837e-05,-1.3670246e-05,[0.0009969632161775928]
352,-1.3843758279108442e-05,-1.4393143e-05,[0.0009969459055792914]
353,-1.4272277348936769e-05,-1.4526263e-05,[0.0009969285459343954]
354,-1.480085365983541e-05,-1.4992368e-05,[0.0009969111372446183]
355,-1.4489966724795523e-05,-1.3878495e-05,[0.000996893679511678]
356,-1.3872459294361762e-05,-1.3468894e-05,[0.0009968761727372978]
357,-1.321956106039579e-05,-1.1103582e-05,[0.0009968586169232052]
358,-1.347676434306777e-05,-1.3015905e-05,[0.0009968410120711332]
359,-1.4190867659635842e-05,-1.3865739e-05,[0.000996823358182819]
360,-1.4340074540086788e-05,-1.3718492e-05,[0.0009968056552600055]
361,-1.4320360332931158e-05,-1.384235e-05,[0.0009967879033044393]
362,-1.4325206484500086e-05,-1.3186952e-05,[0.0009967701023178728]
363,-1.4430859027925181e-05,-1.4628994e-05,[0.000996752252302063]
364,-1.4573819044017e-05,-1.4145329e-05,[0.0009967343532587714]
365,-1.4692793138237903e-05,-1.4335762e-05,[0.0009967164051897645]
366,-1.4403940622287336e-05,-1.4833682e-05,[0.000996698408096814]
367,-1.478923868489801e-05,-1.3788296e-05,[0.000996680361981696]
368,-1.3926036808697973e-05,-1.43179595e-05,[0.0009966622668461913]
369,-1.4691694377688692e-05,-1.51460345e-05,[0.0009966441226920862]
370,-1.4829773681412916e-05,-1.4856061e-05,[0.000996625929521171]
371,-1.4045274565432919e-05,-1.3657041e-05,[0.000996607687335242]
372,-1.4039484449313023e-05,-1.4183917e-05,[0.0009965893961360992]
