,train,val,lr
347,-5.662929424943286e-06,-5.213769e-06,[0.0009970319680707553]
348,-5.583919937635074e-06,-5.04203e-06,[0.0009970148536758688]
349,-5.803544036098174e-06,-5.3622757e-06,[0.0009969976902275827]
350,-5.720344552173628e-06,-5.185217e-06,[0.0009969804777275912]
351,-5.574155375143164e-06,-5.4783573e-06,[0.0009969632161775928]
352,-5.590606042460422e-06,-5.229414e-06,[0.0009969459055792914]
353,-5.706858974008355e-06,-5.624235e-06,[0.0009969285459343954]
354,-5.733400803364929e-06,-4.868993e-06,[0.0009969111372446183]
355,-5.7059117807511935e-06,-5.1522666e-06,[0.000996893679511678]
356,-5.672712586601847e-06,-4.895691e-06,[0.0009968761727372978]
357,-5.727139387090574e-06,-5.6156946e-06,[0.0009968586169232052]
358,-5.6971622143464625e-06,-5.3925824e-06,[0.0009968410120711332]
359,-5.753518871642882e-06,-5.8407977e-06,[0.000996823358182819]
360,-5.783035840067896e-06,-5.328923e-06,[0.0009968056552600055]
361,-5.709171000489733e-06,-6.1603696e-06,[0.0009967879033044393]
362,-5.742355597249116e-06,-5.6235685e-06,[0.0009967701023178728]
363,-5.708461640097085e-06,-5.0529943e-06,[0.000996752252302063]
364,-5.7370859394723086e-06,-5.7154157e-06,[0.0009967343532587714]
365,-5.670071868735249e-06,-5.541805e-06,[0.0009967164051897645]
366,-5.684750067302957e-06,-5.9883355e-06,[0.000996698408096814]
367,-5.6684566516196355e-06,-4.8335564e-06,[0.000996680361981696]
368,-5.652691061186488e-06,-5.633868e-06,[0.0009966622668461913]
369,-5.704647810489405e-06,-5.272943e-06,[0.0009966441226920862]
370,-5.629300903819967e-06,-5.9230692e-06,[0.000996625929521171]
371,-5.633826594930724e-06,-5.3755393e-06,[0.000996607687335242]
372,-5.586023962678155e-06,-5.580926e-06,[0.0009965893961360992]
373,-5.651849460264202e-06,-5.211576e-06,[0.0009965710559255477]
374,-5.631863496091683e-06,-5.6606696e-06,[0.0009965526667053979]
375,-5.68328182453115e-06,-5.4931043e-06,[0.0009965342284774647]
376,-5.67904698982602e-06,-5.1180414e-06,[0.0009965157412435677]
377,-5.6315634992643025e-06,-5.5263654e-06,[0.0009964972050055317]
378,-5.679074138242868e-06,-5.055686e-06,[0.000996478619765186]
379,-5.6575757298560346e-06,-5.162818e-06,[0.0009964599855243653]
380,-5.662429566655192e-06,-4.68818e-06,[0.0009964413022849083]
381,-5.709638799089589e-06,-5.7309985e-06,[0.000996422570048659]
382,-5.631804924632888e-06,-5.9395015e-06,[0.0009964037888174663]
