,train,val,lr
230,-2.7328313080943188e-06,-2.749021e-06,[0.0009994199987542743]
231,-2.7163708182342814e-06,-2.615056e-06,[0.0009994149452870146]
232,-2.712199966481421e-06,-2.4601457e-06,[0.000999409869912964]
233,-2.706334203139704e-06,-2.453986e-06,[0.0009994047726323454]
234,-2.6678299946070184e-06,-2.817205e-06,[0.0009993996534453824]
235,-2.7572934413910845e-06,-2.6609036e-06,[0.0009993945123522993]
236,-2.6361204618297052e-06,-2.779596e-06,[0.0009993893493533217]
237,-2.7293169978293007e-06,-2.5477939e-06,[0.0009993841644486761]
238,-2.7035285256715723e-06,-2.4634294e-06,[0.0009993789576385897]
239,-2.7314940552969348e-06,-2.3507923e-06,[0.0009993737289232915]
240,-2.804146379276062e-06,-2.6513108e-06,[0.0009993684783030103]
241,-2.6857496322918452e-06,-2.5606623e-06,[0.0009993632057779765]
242,-2.7375167974241775e-06,-2.6370324e-06,[0.0009993579113484216]
243,-2.69496933924529e-06,-2.6637808e-06,[0.0009993525950145775]
244,-2.764327496151964e-06,-2.7020278e-06,[0.0009993472567766779]
245,-2.7391279218136333e-06,-2.6025396e-06,[0.0009993418966349565]
246,-2.7351665039532236e-06,-2.7232347e-06,[0.0009993365145896486]
247,-2.751301008174778e-06,-2.6788368e-06,[0.0009993311106409903]
248,-2.766422267086455e-06,-2.620376e-06,[0.0009993256847892187]
249,-2.6925912607111967e-06,-2.764406e-06,[0.0009993202370345718]
250,-2.7521829224497196e-06,-2.7909703e-06,[0.0009993147673772883]
251,-2.7221627306062148e-06,-2.679198e-06,[0.0009993092758176084]
252,-2.8064934895155603e-06,-2.662843e-06,[0.0009993037623557731]
253,-2.7953034532401943e-06,-2.7779788e-06,[0.000999298226992024]
254,-2.7801656415249456e-06,-2.567981e-06,[0.000999292669726604]
255,-2.733069709393021e-06,-2.8210673e-06,[0.0009992870905597565]
256,-2.7289343961456326e-06,-2.6497178e-06,[0.0009992814894917267]
257,-2.7831631996377835e-06,-2.8894447e-06,[0.0009992758665227602]
258,-2.757168408606958e-06,-2.7904018e-06,[0.0009992702216531037]
259,-2.775376060526469e-06,-2.7129176e-06,[0.0009992645548830047]
260,-2.692203452170361e-06,-2.569386e-06,[0.0009992588662127118]
261,-2.725902163547289e-06,-2.6191592e-06,[0.0009992531556424745]
262,-2.7508021048561203e-06,-2.8291072e-06,[0.0009992474231725432]
263,-2.804487303365022e-06,-2.5658335e-06,[0.0009992416688031696]
264,-2.7598944143392146e-06,-2.7353603e-06,[0.000999235892534606]
265,-2.727656237766496e-06,-2.4986923e-06,[0.0009992300943671055]
266,-2.728155209297256e-06,-2.6174664e-06,[0.0009992242743009228]
267,-2.7166528752786688e-06,-2.704504e-06,[0.000999218432336313]
268,-2.735529187702923e-06,-2.7039766e-06,[0.0009992125684735328]
269,-2.7159678438692937e-06,-2.697692e-06,[0.0009992066827128386]
270,-2.740405466283846e-06,-2.7575575e-06,[0.0009992007750544896]
271,-2.800847346406954e-06,-2.6785829e-06,[0.000999194845498744]
272,-2.6562711127553485e-06,-2.3807531e-06,[0.0009991888940458623]
273,-2.7058387104261783e-06,-2.867115e-06,[0.0009991829206961057]
274,-2.7262784669801476e-06,-2.818534e-06,[0.000999176925449736]
275,-2.7363887284082012e-06,-2.5340114e-06,[0.0009991709083070162]
276,-2.722904832808126e-06,-2.8418694e-06,[0.0009991648692682102]
277,-2.753133503574645e-06,-2.7061417e-06,[0.0009991588083335832]
278,-2.8076492071704708e-06,-2.674603e-06,[0.0009991527255034007]
279,-2.8103089789510704e-06,-2.8463273e-06,[0.0009991466207779297]
280,-2.7459813964014757e-06,-2.776265e-06,[0.000999140494157438]
281,-2.814739491441287e-06,-2.674584e-06,[0.0009991343456421942]
282,-2.7476171680973493e-06,-2.7119338e-06,[0.0009991281752324682]
283,-2.704231474126573e-06,-2.6169846e-06,[0.0009991219829285306]
284,-2.7925617814616998e-06,-2.7437509e-06,[0.0009991157687306528]
